full_text,clean_text,sentiment
Yg ditanyakan ya isu2 publik yg belum kita dengar komentarnya dari Presiden lngsung (demo UU TNI RUU Polri kepala babi dll) Dgn keterbatasan format yg ada rasanya mengejar itu dgn pertanyaan sederhana lebih prioritas drpda melempar pertanyaan2 akrobatik agar dianggap jenius,yg ya isu publik yg dengar komentar presiden lngsung demo uu tni ruu polri kepala babi dll dgn batas format yg kejar dgn sederhana prioritas drpda lempar akrobatik anggap jenius,0
jadi apabila ada dari publik yg dukung ruu tni hal itu harus dihargai sbg suara mereka yg emg percaya sma institusi tsb yg harus diupayakan adalah dialog sehat antar dua belah pihak,publik yg dukung ruu tni harga sbg suara yg emg percaya sma institusi tsb yg upaya dialog sehat belah,1
 ... Jadi saya mohon kalau bisa inti daripada RUU TNI ini sebetulnya hanya memperpanjang usia pensiun beberapa perwira tinggi === Knp melebar ke penambahan pos jabatan sipil yg bisa diisi TNI aktif yg memicu demo penolakan dimana-mana?? https://t.co/E9VtVbid6s,mohon inti ruu tni panjang usia pensiun perwira knp lebar tambah pos jabat sipil yg isi tni aktif yg picu demo tolak dimanamana,0
yang ditanyain tuh yang mana? Yang demo pro ruu tni?,ditanyain tuh demo pro ruu tni,0
Bukunya hanni nih mantep² bener dah gw mau beli terjemahannya selama ini cuman baca di web aja wkwkwkwk. Tapi cerdas sih dia kek nya masuk hukum diajak demo talk ruu tni bisa nih,buku hanni nih mantep bener dah gw beli terjemah cuman baca web aja wkwkwkwk cerdas sih kek nya masuk hukum ajak demo talk ruu tni nih,0
Kepada Pak @prabowo Secara objektif artinya keadaan yang sebenarnya/faktual. Sedangkan yang bapak lakukan adalah menginsinuasi para pedemo dengan bertanya murni atau dibayar dan mewanti2 kemungkinan . Mana fakta/bukti bahwa para pedemo RUU TNI dibayar oleh kekuatan asing? https://t.co/dDw8amplZ0,objektif sebenarnyafaktual laku insinuasi demo murni bayar mewanti faktabukti demo ruu tni bayar kuat asing,0
@zainalamochtar Galak soal RUU TNI tapi hadir untuk wawancara formalitas,galak ruu tni hadir wawancara formalitas,1
@kompascom Murni lah ada 72 titik gitu kalau yg bayaran itu Aksi Damai dukung RUU TNI https://t.co/3A1SAw39Bz,murni titik gitu yg bayar aksi damai dukung ruu tni,1
Jadi kapan bajer rezim yg kmaren bacot klo bukan prabs yg inisiasi RUU TNI utk gantung diri?,bajer rezim yg kmaren bacot klo prabs yg inisiasi ruu tni utk gantung,0
@unilubis @IDNTimes Come on pak @prabowo keluarkan bank2 BUMN dari Danantara tunda MBG Revisi UU TNI tolak RUU Polri.,come on keluar bank bumn danantara tunda mbg revisi uu tni tolak ruu polri,0
@ilhampid Belum lagi bukannya sebelum Rupiah jeblok buat kebijakan buat nyelametin ekonomi negara ini malah ngebut ngesahin RUU TNI. Belum lagi RUU Polri RUU Kejaksaan dan segelintir RUU problematik lagi dikebut demi membuat Kerajaan Diktator nya berdiri di Negeri ini.,rupiah jeblok bijak nyelametin ekonomi negara ngebut ngesahin ruu tni ruu polri ruu jaksa gelintir ruu problematik kebut raja diktator nya diri negeri,0
@ARSIPAJA Lu udah ga pinter ga punya akal sehat ga cinta rakyat jg dengan mensahkan RUU TNI goblok,lu udah ga pinter ga akal sehat ga cinta rakyat jg sah ruu tni goblok,0
@Andiarief__ Ruu TNI pak prabowo. Beberapa jabatan sipil akan ditempati TNI bagaimana menjamin supremasi sipil dan supremasi hukum tetap tegak apakah pengadilan sipil akan diperbolehkan untuk mengadili para perwira yg menjabat di sipil atau kita akan bertemu lagi peristiwa KPK minta maaf,ruu tni prabowo jabat sipil tempat tni jamin supremasi sipil supremasi hukum tegak adil sipil boleh adil perwira yg jabat sipil temu peristiwa kpk maaf,0
makane medunn oo mbahh mbi mahasiswa karo sipil gen eruh lek demone bayaran opo uduk..wong sing demo bayaran KUI SING dukung RUU TNI DIKEI SEMBAKO KANN BOLOMU DEWE,makane medunn oo mbahh mbi mahasiswa karo sipil gen eruh lek demone bayar opo udukwong sing demo bayar kui sing dukung ruu tni dikei sembako kann bolomu dewe,1
@yusuf_dumdum kalo di tanya balik gimana ya?? RUU TNI itu Murni atau ada yang bayar? OK klo RUU TNI itu Murni apakah bisa dilakukan dengan transparansi tidak sembunyi 2 dan terburu-buru???,kalo gimana ya ruu tni murni bayar ok klo ruu tni murni transparansi sembunyi terburuburu,1
Kenapa rapat DPR RI tertutup ketika pengesahan RUU TNI ? Dijawab langsung COME ONNNNN itu cuma mekanisme aja? Wah jawaban yang luar biasa ?kesimpulan tidak jelas tidak padat tidak kompeten!,rapat dpr ri tutup kesah ruu tni langsung come onnnnn mekanisme aja simpul padat kompeten,1
terus play 21 guns dengan khidmat (mninggal konyol),play guns khidmat mninggal konyol,0
ah ngga ah nanti tiap rapat ngekritik mulu terus di tembak,ah ngga ah rapat ngekritik mulu tembak,0
@f12xos @tanyarlfes noh yg lu bayar pas ditanya demo dukung ruu tni buat apa malah ppkm,noh yg lu bayar pas demo dukung ruu tni ppkm,1
WOY SADAR NTAR BAHAN PANGAN NAIK SEMUA COFFEE SHOP DAN RESTAURANT LO JUGA GABAKAL JALAN KAYA BIASANYA,woy sadar ntar bahan pangan coffee shop restaurant lo gabakal jalan kaya,0
Sedikit Emosi dikejar @NajwaShihab soal RUU TNI https://t.co/CHkvoU8LLz,emosi kejar ruu tni,0
Literally the same reaction i got when i watch prab interview kek anjir lu ngomong apaan opini rakyat dibilangin dibayar anjir buzzer lu tuh yg bayaran mana jawaban urgensi ruu tni jelek bgt ARTGSHSHSHSHSAABB,literally the same reaction got when watch prab interview kek anjir lu ngomong opini rakyat dibilangin bayar anjir buzzer lu tuh yg bayar urgensi ruu tni jelek bgt artgshshshshsaabb,0
 Inti daripada RUU TNI ini sebetulnya hanya memperpanjang usia pensiun beberapa perwira tinggi kata Prabowo dikutip dari tayangan YouTube Harian Kompas Senin (7/4/2025). ~LL #Prabowo #RevisiUUTNI https://t.co/UMaI5mae2G,inti ruu tni panjang usia pensiun perwira prabowo kutip tayang youtube hari kompas senin ll,1
aku masih sebel sama voters 02 knp kalian ga ikutan berisik sih even di sec account?? itu presiden yg kalian pilih lohh lihat ihsg ruu tni deflasi inflasi di indo udh mulai kelihatan. plisssss dong berisikkkkk!!!,sebel voters knp ga ikut berisik sih even sec account presiden yg pilih lohh lihat ihsg ruu tni deflasi inflasi indo udh plisssss berisikkkkk,0
@BapakFadilLagi @stenlyssimo @sarah_pndjtn @stenlyssimo orang protes RUU TNI bukan cuma soal ekonomi tapi khawatir militer masuk pemerintahan ancam demokrasi. Camping dll di protes itu simbol perlawanan damai bukan bukti ekonomi baik. lebih ke politik bukan cuma duit. https://t.co/eAzQ4h3sdK https://t.co/rd2zY9XeQg,orang protes ruu tni ekonomi khawatir militer masuk perintah ancam demokrasi camping dll protes simbol lawan damai bukti ekonomi politik duit,0
@colaVINsky @kompascom Justru yg pro RUU TNI nih yg dibayar pake sembako pak @prabowo .. bayaran ke kubu yg menolak RUU TNI ada yg bisa kasih bukti sejelas video yg diatas???,yg pro ruu tni nih yg bayar pake sembako bayar kubu yg tolak ruu tni yg kasih bukti jelas video yg atas,0
@calonmiliarderX @sarah_pndjtn @sarah_pndjtn Berdasarkan info yang ada belum ada data publik soal penyandang dana demo mahasiswa tolak RUU TNI 2025. Kemungkinan besar ini gerakan akar rumput dibiayai sendiri oleh mahasiswa dan kelompok masyarakat sipil mungkin lewat donasi kecil atau crowdfunding. Tidak ada https://t.co/ps7NZGMiXL,dasar info data publik sandang dana demo mahasiswa tolak ruu tni gera akar rumput biaya mahasiswa kelompok masyarakat sipil donasi crowdfunding,0
ditanyain soal UU TNI sama RUU Polri aja udah tinggi nadanya sambil tunjuk wkwkwk presiden tantruman.,ditanyain uu tni ruu polri aja udah nada wkwkwk presiden tantruman,1
Gilaa...... Pantesan demo dimana mana gak di gubris ternyata @prabowo menganggap demo menolak RUU TNI dan demo menolak kebijakan kebijakan ngawur nya sebagai demo bayaran https://t.co/LPRKfGKFYq,gilaa pantesan demo mana gak gubris anggap demo tolak ruu tni demo tolak bijak bijak ngawur nya demo bayar,0
@AirinDatangLagi Koq pas RUU TNI @NajwaShihab diam aja pas RUU POLRI br nongol,koq pas ruu tni diam aja pas ruu polri br nongol,1
apa ga kebalik?? yg bayar orang suruh pura pura setuju ruu tni polri kan dia mana yg dibayar org tua yg ga ngerti apa apa sama orang random lagi teler ,ga balik yg bayar orang suruh pura pura tuju ruu tni polri yg bayar org tua yg ga ngerti orang random teler,0
Geram doang buat apa? Dorong tuh RUU perampasan aset buat koruptor bukannya malah diem² bikin UU TNI,geram doang dorong tuh ruu ampas aset koruptor diem bikin uu tni,0
iya demo yang kemarin bayar. ini ngomongin yang nerima ruu tni kan? ,iya demo kemarin bayar ngomongin nerima ruu tni,0
@0822ZIP @shizailaa mff ak ngantuk ,mff ak ngantuk,0
@cielgum kan kalah jauh ekekek,kalah ekekek,0
KOCAK BGT DEMO SOAL RUU TNI DIPERTANYAKAN ITU MURNI APA ADA YANG BAYAR,kocak bgt demo ruu tni murni bayar,0
@txtfromIR Klo gak ada kekacauaan gara2 danantara dan deflasi sebenarnya gak bakal separah negara lain impact nya soalnya cmn berdampak 2% ke pdb indonesia nah ini udh danantara deflasi ruu tni ditambah ini wah wasalam,klo gak kekacauaan gara danantara deflasi gak parah negara impact nya cmn dampak pdb indonesia udh danantara deflasi ruu tni tambah wasalam,0
@MiRV19Kft @heroekoe @sarah_pndjtn Twit @sarah_pndjtn soal tas protester di depan DPR mungkin cuma komentar biasa atau sindiran halus soal status ekonomi mereka tapi niat pastinya ga jelas tanpa konfirmasi. Protes ini tentang anak muda camping damai lawan RUU TNI minta DPR libatkan rakyat dalam legislasi. https://t.co/oultUL9BbL,twit tas protester dpr komentar sindir halus status ekonomi niat pasti ga konfirmasi protes anak muda camping damai lawan ruu tni dpr libat rakyat legislasi,0
@margianta Kayaknya beliau ini pandangannya stuck 90an jg diperparag filter informasi berlebihan dari timnya. Masa beliau gatau (pura-pura gatau) RUU TNI yg beredar dan dituduh hoax itu di download dari laman resmi.,kayak beliau pandang stuck an jg diperparag filter informasi tim beliau gatau purapura gatau ruu tni yg edar tuduh hoax download laman resmi,0
@E_PURNOMO @BBCIndonesia RUU TNI sudah sah sedangkan RUU Polri di depan mata. paham pak buzzerp ? btw udh dapat jabatan atw proyek apa nih pak ?,ruu tni sah ruu polri mata paham buzzerp btw udh jabat atw proyek nih,0
sumpah gua kemaren main sama temen gua gua nanya dia tau tentang ruu tni kemaren ga yang abis disahkan sama tau sempet ada demo ga? jawabannya ga tau emang ada ya? ,sumpah gua kemaren main temen gua gua nanya tau ruu tni kemaren ga abis sah tau sempet demo ga jawab ga tau emang ya,0
@convomf saran aje ni nder daripada ngurusin pns pake jersey kw dan sering di doxxing mending lu hina hina abu janda udeh paling minimal itu atau hardcore dikit pemerintah dah biar ruu tni tu di cancel perampasan aset di sahkan syarat loker ga ngotak hak hak wanita dalam bekerja,saran aje ni nder ngurusin pns pake jersey kw doxxing mending lu hina hina abu janda udeh minimal hardcore dikit perintah dah biar ruu tni tu cancel ampas aset sahkan syarat loker ga ngotak hak hak wanita,0
RUU Kejaksaan UU TNI dan RUU Polri di nilai berpotensi memberikan kewenangan berlebihan sehingga mengancam kebebasan sipil dan menimbulkan ketidakpastian hukum Ttd Elemen masyarakat Mahasiswa dan Koalisi Sipil #BatalkanUUTNI #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil https://t.co/WtuhPRMRxE,ruu jaksa uu tni ruu polri nilai potensi wenang ancam bebas sipil timbul ketidakpastian hukum ttd elemen masyarakat mahasiswa koalisi sipil,0
@f12xos @tanyarlfes Lu mau tau ndut demo yg dibayar? Mereka yang demo depan aeon demo bawa banner dukung ruu tni tapi gatau artinya apa demo tp isinya orang2 tua dan mereka yg demi dapat nasi/sembako tapi harus ttd banner dukung ruu tni,lu tau ndut demo yg bayar demo aeon demo bawa banner dukung ruu tni gatau demo tp isi orang tua yg nasisembako ttd banner dukung ruu tni,0
Gue kasi tau ya biasanya yg ngomong kaya gini tu justru dia yg ngelakuin hal serupa. Dia insecure banyak warganya yang nolak dukung dia karena yang demo untuk mempertahankan ruu tni demo depan aeon kemaren itu demo demo yg dibayar dia Makin hari makin yakin pindah negara,gue kasi tau ya yg ngomong kaya gin tu yg ngelakuin insecure warga nolak dukung demo tahan ruu tni demo aeon kemaren demo demo yg bayar pindah negara,0
@ArdiHendardi @yusuf_dumdum Halo @ArdiHendardi wawancara Prabowo soal demo &amp; RUU TNI cukup jelas secara teknis fokus pada perpanjangan usia pensiun TNI demi stabilitas sambil menolak dwifungsi. Ia akui hak demo tapi pertanyakan motif demo bayaran yang bisa polarisasi opini. Efektivitasnya tergantung https://t.co/BegumajiV9,halo wawancara prabowo demo amp ruu tni teknis fokus panjang usia pensiun tni stabilitas tolak dwifungsi aku hak demo motif demo bayar polarisasi opini efektivitas gantung,0
@BocorAlusPol Yg gw liat knapa president bikin dialog ini dia mulai panik dngan keadaan yg trjadi dmn IHSG dan Rupiah bener bener anjlok dan para investor pda prgi dari sini thats it. Kalo masalah RUU TNI dia aja masih ngebaca situasi publik makanya RUU nya belom di ttd dan ada yg di publish,yg gw liat knapa president bikin dialog panik dngan yg trjadi dmn ihsg rupiah bener bener anjlok investor pda prgi thats it kalo ruu tni aja ngebaca situasi publik ruu nya bom ttd yg publish,0
halah ditanyain soal RUU perampasan aset yang harusnya lebih urgent dari UU TNI aja ga digubris gimana sih @prabowo? #TolakUUTNI #TolakRUUPolri #TolakDwifungsiABRI #TolakRUUTNI,halah ditanyain ruu ampas aset urgent uu tni aja ga gubris gimana sih,0
Publik dan mahasiswa meminta transparansi dan akuntabilitas mengenai RUU TNI kenapa seperti dikejar waktu dibandingkan RUU perampasan aset misal kenapa draft nya tidak disebarluaskan urusannya apa dengan USAID rada mirip ' Mini ' Trump begitu membawa USAID,publik mahasiswa transparansi akuntabilitas ruu tni kejar banding ruu ampas aset draft nya disebarluaskan urus usaid rada mini trump bawa usaid,0
@dadarkeju SELAMAT SAYANGKUUU!! akhirnya caleb balik jugaaa nggak kayak RUU TNI yang makin kerasa nggak bakal dicabut selama event myth caleb nggak tenang gegara jadi WNI ini #SupremasiSipil #CabutRUUTNI #TolakRUUPolri anyway mau memberikan foto baruku dengan mamas caleb &gt; &lt; https://t.co/m3Z4omPiao,selamat sayangkuuu caleb jugaaa nggak kayak ruu tni rasa nggak cabut event myth caleb nggak tenang gegara wni anyway foto baru mamas caleb gt lt,0
RUU TNI dibut cepet-cepet kayak nyalip di tol gak transparan gak jelas gak sopan. Mahasiswa lo bilang dibayar? Mungkin karena lo gak pernah ngerti gerak tanpa cuan. Karena dunia lo dibangunnya dari meja rapat bukan dari peluh orang yang jualan siomay di depan kampus.,ruu tni dibut cepetcepet kayak nyalip tol gak transparan gak gak sopan mahasiswa lo bilang bayar lo gak ngerti gerak cuan dunia lo bangun meja rapat peluh orang jual siomay kampus,1
Gue bilang juga apa doi tuh PROJECTING pas bilang yang demo demo tolak dan cabut RUU TNI itu dibayarin,gue bilang doi tuh projecting pas bilang demo demo tolak cabut ruu tni dibayarin,0
beneran deh dari video durasi 3 jam keliatan banget ga kompeten public speakingnya sebagai PRESIDEN alias kemana2 jawabannya gw paling emosi pas ditanyain gimana demo terkait RUU POLRI dan RUU TNI jawaban dia terlihat tidak berpihak pada rakyat dan terkesan arogan.,beneran deh video durasi jam liat banget ga kompeten public speakingnya presiden alias mana jawab gw emosi pas ditanyain gimana demo kait ruu polri ruu tni pihak rakyat kes arogan,1
@rimsvektism Gue juga diserang penyepong unmag karena dia marah padahal gue cuman nyinggung dikit soal RUU TNI direplyan twitnya,gue serang penyepong unmag marah gue cuman nyinggung dikit ruu tni direplyan twitnya,0
Artikel ini sama sekali tidak mengajukan bukti atas klaim presiden bahwa demo RUU TNI dibayar. Itu namanya firnah.,artikel aju bukti klaim presiden demo ruu tni bayar nama firnah,0
@Ariawan1991 @AndiePeci Kayak dejavu. Anggota DPR lagi rapat RUU TNI diem2 lalu digerebek rakyat. Emang bener udah Indonesia gelap dapet pemimpin jalur judol sama ordal ,kayak dejavu anggota dpr rapat ruu tni diem gerebek rakyat emang bener udah indonesia gelap dapet pimpin jalur judol ordal,0
@yoeskenawas sekedar ngingetin ini hoax yg disebarin sendiri diklarifikasi sendiri dgn hoax lagi lalu diberitain... jmto belum konfirmasi samsek soal ini jgn lupa soal kasus kamboja dan ruu tni polri,dar ngingetin hoax yg disebarin klarifikasi dgn hoax diberitain jmto konfirmasi samsek jgn lupa kamboja ruu tni polri,0
gue ga menyalahkan kalian bersuara for palestine tapi please jangan ignore juga kondisi negara lo sendiri!!!!!!!,gue ga salah suara for palestine please ignore kondisi negara lo,0
@_defly_ Halo @_defly_! Dari tweetmu kayaknya kamu suka makanan (Shopee Food) peduli kesehatan (nggak mau suami perokok) dan tertarik sama teknologi sama isu sosial (ruu tni). Bisa jadi kamu bakal jadi food blogger jurnalis atau kerja di bidang tech. Tapi ini cuma tebakan masa https://t.co/SzsO6hg3GP,halo tweetmu kayak suka makan shopee food peduli sehat nggak suami okok tarik teknologi isu sosial ruu tni food blogger jurnalis kerja bidang tech tebak,1
@dustinnugroho @meltedheated @aniyon2244 @BudiBukanIntel @safenetvoice Or nasi goreng itu sifatnya sebatas political performative ? Pasca nasi goreng dan anaknya ditangkep Pas gua amatin tanggapannya soal RUU TNI juga gak nyinggung ke prab langsung fokus ke substansi Either i cant sense or there is something bigger,or nasi goreng sifat batas political performative pasca nasi goreng anak ditangkep pas gua amatin tanggap ruu tni gak nyinggung prab langsung fokus substansi either cant sense or there is something bigger,1
Segera batalkan RUU TNI,batal ruu tni,0
@AirinDatangLagi Bapak Presiden .. kami rakyat biasa justru sangat khawatir sekali dgn RUU kepolisian bahkan konon ada lagi RUU Kejaksaan .. Pintu masuk plesetan adalah RUU TNI jadikan keset Prof. Mahfud MD jelas sekali : tidak ada perihal aneh di RUU TNI Siapa berkenan simak ini?,presiden rakyat khawatir dgn ruu polisi konon ruu jaksa pintu masuk plesetan ruu tni jadi keset prof mahfud md perihal aneh ruu tni kenan simak,0
Warga Kembali Berkemah di Depan DPR Terus Suarakan Penolakan RUU TNI Kita dari kolektif masyarakat sipil biasa aja enggak terikat dari aliansi manapun ujar Al salah seorang peserta aksi di depan Gerbang Pancasila Gedung DPR RI Senin (7/4/2025). . #BukanDemoBayaran https://t.co/3kO2SHQrxq,warga kemah dpr suara tolak ruu tni kolektif masyarakat sipil aja ikat aliansi mana al salah serta aksi gerbang pancasila gedung dpr ri senin,1
org mikir gak sih milih si gendut &amp; si bodoh untuk jadi pemimpin,org mikir gak sih milih si gendut amp si bodoh pimpin,0
kalo ada alasan kepentingan pribadi memilih si gendut atau apapun itu ya dia juga egois beda tipis lah sifatnya sm yang dia pilih,kalo alas penting pribadi pilih si gendut apa ya egois beda tipis sifat sm pilih,0
Bilang juga donk ke 02 voters gara2 pilihan mereka bnyak yg kena dampak termasuk yg gak milih; banyak phk rupiah melemah ruu tni....,bilang donk voters gara pilih bnyak yg kena dampak yg gak milih phk rupiah lemah ruu tni,0
Apa indikator bahwa demo tolak RUU TNI itu bayaran? Sekelas presiden ucapannya harus aktual jangan cuma berdasarkan asumsi seperti yg di narasikan buzzer.,indikator demo tolak ruu tni bayar kelas presiden ucap aktual dasar asumsi yg narasi buzzer,0
Prabowo ini pure tolol aja. Ga ngerti permasalahan jlimet yg bakal muncul dari pengesahan RUU TNI misalnya. Yang dipikirin ya cuma ga ada niat dwifungsi cuma memperpanjang usia menjabat militer dsb. Nah justru punya pemimpin tolol tuh lebih mencemaskan,prabowo pure tolol aja ga ngerti masalah jlimet yg muncul kesah ruu tni dipikirin ya ga niat dwifungsi panjang usia jabat militer dsb pimpin tolol tuh cemas,0
pemimpin duo gendut negara onoh dan inih sama sama bego,pimpin duo gendut negara onoh inih bego,0
@Iwan244466666 @diluarnala @luffydcahyo Sepertinya sudah tdk perlu lg utk mengemis dukungan utk periode selanjutnya dgn uu tni dan ruu polri mungkin dia punya opsi lain utk bypass periode selanjutnya tinggal menciptakan situasi dan kondisi yg sesuai aja misalnya situasi dan kondisi spt 5juli1959 ,tdk lg utk emis dukung utk periode dgn uu tni ruu polri opsi utk bypass periode tinggal cipta situasi kondisi yg sesuai aja situasi kondisi spt juli,1
Prabowo apa bisa buktikan demo #TolakRUUTNI #TolakRUUPolri kemarin bayaran lebih-lebih ada intervensi asing? Kalau tidak presiden berarti menyebarkan hoaks. Bukannya yang bagi-bagi bansos justru demo dukung RUU TNI? Kalau itu banyak buktinya di medsos. https://t.co/VoKn2wsQ6S,prabowo bukti demo kemarin bayar lebihlebih intervensi asing presiden sebar hoaks bagibagi bansos demo dukung ruu tni bukti medsos,0
tapi menyetujukan ruu sampah gercep amat kaya dikejar begal,tuju ruu sampah gercep kaya kejar begal,0
Mayan juga ampe 2029 akan denger jawaban yang sama ketika di kasih pertanyaan. Key Point : MBG RUU TNI andalan dan AI God Bless Indonesia!,mayan ampe denger kasih key point mbg ruu tni andal ai god bless indonesia,0
Padahal yg beredar kemarin adalah yg dukung RUU TNI yg lu bayar goblok2,yg edar kemarin yg dukung ruu tni yg lu bayar goblok,1
ngetik gweh aja udh belepotan bangun tidur udah ngeliat muka si monokotil dimana mana,ngetik gweh aja udh belepotan bangun tidur udah ngeliat muka si monokotil mana,1
semoga setelah beliau setelah interview struk ringan karena kebanyakan yapping ga ada isinya,moga beliau interview struk ringan banyak yapping ga isi,1
The fact that this demo RUU TNI is LEADERLESS man kita gapunya siapa siapa buat berlindung we onli depends on each other is so sad,the fact that this demo ruu tni is leaderless man gapunya lindung we onli depends on each other is so sad,0
dari si gendats monokotil ini bilang demo unjuk rasa ruu tni ada yang bayar aje opini kayak buzzer anying wtf,si gendats monokotil bilang demo unjuk ruu tni bayar aje opini kayak buzzer anying wtf,0
@Vaniizwd @tanyarlfes @tanyarlfes @Vaniizwd Prabowo mungkin terdengar ngelantur di wawancara Hambalang 6 April 2025 karena tekanan tinggi dari 7 jurnalis senior topik rumit seperti RUU TNI dan gaya bicaranya yang penuh anekdot. Strategi politik untuk hindari jawaban langsung juga bisa jadi faktor https://t.co/FMPiqppxQu,prabowo dengar ngelantur wawancara hambalang april tekan jurnalis senior topik rumit ruu tni gaya bicara penuh anekdot strategi politik hindar langsung faktor,0
Presiden Prabowo Subianto bertemu sejumlah pemimpin redaksi di Padepokan Garuda Yaksa Hambalang Kabupaten Bogor pada Minggu (6/4/2025) pagi. Blak-Blakan! 3 jam Presiden Prabowo Jawab Para Pemred: RUU TNI hingga Perang Dagang Trump! Selengkapnya di Youtube Channel KompasTV https://t.co/aI5Rn3o1wW,presiden prabowo subianto temu pimpin redaksi padepokan garuda yaksa hambalang kabupaten bogor minggu pagi blakblakan jam presiden prabowo pemred ruu tni perang dagang trump lengkap youtube channel kompastv,1
@AirinDatangLagi ngeri ternyata memang tdk tahu proses revisi RUU TNI suram banget. dipilih oleh rakyat tpi ternyata tidak untuk rakyat ,ngeri tdk proses revisi ruu tni suram banget pilih rakyat tpi rakyat,0
@tanyarlfes gue keburu males bgt dengar arguenya lihat cuplikan pas ditanya soal urgensi ruu TNI aja udh muak dan gak gue lanjutin karna jawabannya kaga nyambung alias ya asbun aja isi video wawancara itu jdi kek full tanya tanpa jawaban,gue keburu males bgt dengar arguenya lihat cuplik pas urgensi ruu tni aja udh muak gak gue lanjutin karna jawab kaga nyambung alias ya asbun aja isi video wawancara jdi kek full,1
Demo apa yg dibayar? Demo mendukung ruu tni? Demo ga jelas didepan aeon?,demo yg bayar demo dukung ruu tni demo ga depan aeon,0
@f12xos @tanyarlfes pada inget ga kemarin ada yang demo di depan gedung DPR menyuarakan suaranya mendukung disahkannya RUU TNI? mungkin itu yang prabowo maksud dengan demo dibayar,inget ga kemarin demo gedung dpr suara suara dukung sah ruu tni prabowo maksud demo bayar,0
Belum nonton full tapi tanggapan soal demo masal yang malah menuduh ada yang menunggangi saya kurang puas dengan jawabannya. Lalu jawaban soal transparansi RUU TNI juga sama sekali ga memuaskan. Tapi saya apresiasi bikin program seperti itu alih-alih sewa buzzer.,nonton full tanggap demo masal tuduh tunggang puas jawab transparansi ruu tni ga muas apresiasi bikin program alihalih sewa buzzer,1
NAJWA SHIHAB MENGUNGKAP : MOMEN Pertemuan Dengan PRESIDEN PRABOWO Selama 6 Jam di HAMBALANG. Tentang : - RUU TNI Hingga RUU Polri. https://t.co/7p6eOv3vWY,najwa shihab ungkap momen temu presiden prabowo jam hambalang ruu tni ruu polri,1
setelah diskusi sm papi ttg RUU TNI #sorrytelat beliau tau lebih banyak gimana kejadian '98 yg sama seperti sekarang tapi kenapa beliau diam saja mau salah/benar ya? benar jika melindungi jabatan tapi ada cara lain untuk mendukung atau bersuara bukan?,diskusi sm papi ttg ruu tni beliau tau gimana jadi yg beliau diam salahbenar ya lindung jabat dukung suara,1
yakali ishowspeed ditunjukin kasus korupsi di indonesia posisi terakhir harun masiku atau dikasih ruu tni yang final,yakali ishowspeed ditunjukin korupsi indonesia posisi harun mas kasih ruu tni final,0
- RUU TNI cuma memperpanjang masa pensiun? lah yang bisa mengisi pemerintahan itu apa? cari kerja susah malah mereka dibolehin double job? - MBG juga ga bergizi amat mending ortunya aja dikasih lapangan pekerjaan biar bs beli MAKANAN BERGIZI buat anak https://t.co/FJftGpizoI,ruu tni panjang pensiun isi perintah cari kerja susah dibolehin double job mbg ga gizi mending ortunya aja kasih lapang kerja biar bs beli makan gizi anak,1
@GuruGembull 3. Tentang RUU TNI jika memang hanya soal pensiun mengapa draf RUU tidak dibuka ke publik? Bukankah transparansi adalah kunci kepercayaan? Apa yang sebenarnya disembunyikan dalam RUU tersebut?,ruu tni pensiun draf ruu buka publik transparansi kunci percaya sembunyi ruu,1
@aromapetrikorr Let me guess pasti yang nempel spanduk itu buzzer atau panasbung (pasukan nasi bungkus) yang dukung ruu tni kemaren,let me guess nempel spanduk buzzer panasbung pasu nasi bungkus dukung ruu tni kemaren,1
2 ) Tentang rapat di hotel adalah kewenangan dari Ketua Rapat. Hal ini berlaku sejak dahulu! Ini kan bukan wewenang Presiden atau Institusi Pemerintah. Dipakai don't logikanya! @NarasiNewsroom Kenapa tidak menampilkan juga sisi Ketua Rapat RUU TNI tsb? https://t.co/zvLa0a1pC1,rapat hotel wenang ketua rapat laku wewenang presiden institusi perintah pakai dont logika tampil sisi ketua rapat ruu tni tsb,1
Demo yang ngedukung RUU TNI gak sih wo yang di bayar,demo ngedukung ruu tni gak sih wo bayar,0
@jumbellingham @tanyarlfes Wawancara Najwa Shihab dan 5 media lain dengan Presiden Prabowo pada 6 April 2025 di Hambalang Bogor kemungkinan bahas UU TNI yang baru disahkan 20 Maret 2025 memperluas peran militer di urusan sipil dan RUU Polri yang kontroversial soal kekuasaan polisi. Topiknya seputar,wawancara najwa shihab media presiden prabowo april hambalang bogor bahas uu tni sah maret luas peran militer urus sipil ruu polri kontroversial kuasa polisi topik putar,1
 demo murni ap dibayar? ya yg dibayar yg demo pro ruu tni,demo murni ap bayar ya yg bayar yg demo pro ruu tni,0
Tapi dia bener kalo lu gasuka ya tinggal blok aja simpel ada uu tni ruu polri ruu penyiaran rkuhap yang jauh lebih penting daripada ngurus manusia sangean,bener kalo lu gasuka ya tinggal blok aja simpel uu tni ruu polri ruu siar rkuhap ngurus manusia sangean,1
Emang bener ada demo yang dibayar contohnya demo mendukung RUU TNI,emang bener demo bayar contoh demo dukung ruu tni,0
